__label__Attack	when we compare the economic progress of this country in the Truman Administration with that of the Eisenhower Administration, we find that in every index there has been a tr- great deal more performance and more progress in this Administration than in that one	I believe this Administration has not met its responsibilities in the last eight years, that our power relative to that of the Communists is declining, that we're facing a very hazardous time in the sixties
__label__Support	the question of what the federal government should do to limit the access of tobacco to young people is one of the biggest differences between Senator Dole and me	We did propose a regulation six months after I became President under the law he mentioned
__label__noRel	The reason we have a military is to be able to fight and win wars	I don't want either the military to feel uneasy or the American people to feel insecure
__label__Attack	he forgot Poland	when we went in, there were three countries: Great Britain, Australia and the United States
__label__noRel	whether or not there was an exit strategy	I think we should be reluctant to get involved in someplace in a foreign country
__label__Attack	The reason is, we've had absolutely no leadership	How can you talk about family values, Dan, and twice veto the Family Medical Leave Act?
__label__Support	It has come in in the Bob Jones on the side of segregated academies	This administration does not.
__label__Support	He promised to end welfare as we know it	That is a record of promises made and promises kept
__label__Support	The highest unemployment of any developed nation of the world	we, in this country, have let our economy go down the drain
__label__Support	Every one of these items that I have mentioned he's been wrong - dead wrong	he has contributed to any lack of prestige
__label__noRel	if you raise interest rates even a little bit, that's going to come crashing down	Our airports are like from a third world country
__label__Support	We have a budget deficit in the federal government	we really have 2 deficits in America, not one
__label__noRel	That's how you determine if children are progressing to excellence	I strongly support local control
__label__noRel	We spent $3.1 billion for fire and police, $3.1 billion	He had 16 other resolutions and nothing took place
__label__Support	you've been there for eight years and nothing has been done	You've had your chance, Vice President
__label__noRel	we've got to get the job done	Over the last ten years since he's been governor, they're 30% behind, 30% -- they're 30% of the national average
__label__Support	He said, back in 2006, "Gee, I hope it does collapse, because then I can go in and buy some and make some money."	Donald was one of the people who rooted for the housing crisis
__label__Support	Secrecy ought to be stripped away from government and a maximum of personal privacy ought to be maintained	This doesn't have to be
__label__Support	Surplus is money -- more money than needed	The trillion comes from the surplus
__label__Support	I have no litmus test on that issue or any other issue	I'll put competent judges on the bench
__label__Support	keep faith with our troops	As Commander in Chief, I will maintain the strongest military in the world
__label__noRel	That's what governors ought to do	I have helped to balance the budget for the first time in 30 years, paid down the debt
__label__noRel	They're the people who grow this country	It's about getting 12 million jobs, higher take-home pay, getting people out of poverty into the middle class
__label__noRel	Vice President Quayle and Senator Gore both served on the Senate Armed Services Committee	if you would have supported that attitude
__label__Support	because it turned out that she did say the gold standard and she said she didn’t say it	she lied
__label__noRel	They have to let you keep your kid on their insurance -- your insurance plan until you're 26 years old	those seniors right away are going to be paying $600 more in prescription care
__label__noRel	Donald was one of the people who rooted for the housing crisis	You can't do what you're looking to do with $20 trillion in debt
__label__noRel	Premiums have gotten too high	The whole thing was a fraud
__label__Support	certainly not so that the wealthiest people in America can walk away with another tax cut	That's not in my value system
__label__noRel	Hillary Clinton, when she was secretary of state, said that’s OK, we can’t force it into their country	this is the 10th or 12th time that he’s denied being for the war in Iraq.
__label__noRel	We're going to stop that from happening	We will honor this promise
__label__Support	I referred to the Dingle-Norwood bill	It is the bipartisan bill that is now pending in the Congress
__label__noRel	you cannot save Medicare, Social Security, or any program for the social welfare net of American people, under which they should not be allowed to fall, unless we grow this economy at least twice the rate it is growing today	it is part of the plan that he is supporting
__label__noRel	I reject this notion	that's what we have to do
__label__Attack	we're moving troops out of Europe and replacing it with more effective equipment	In Europe, we have massed troops as if the Soviet Union existed and was going to invade into Europe
__label__Support	Not a message a commander in chief gives	Not what a commander in chief does when you're trying to lead troops
__label__Support	our enemies are strengthened from all of this	I believe every one of those standards is essential to the exercise of power by this country
__label__noRel	Something that the vice presidentâ€™s running mate supports	I think it needs to be moved out of the budget and protected
__label__noRel	been out in the private sector building a business, hiring people, creating jobs	They haven't lead from a bipartisan standpoint
__label__Support	I saw families there who showed me there where missiles had come down near their children's bedrooms	I was reminded of what that would mean if those were my kids
__label__Attack	We want competition.You will have the finest health care plan there is	She wants to go to a single-payer plan, which would be a disaster, somewhat similar to Canada
__label__Support	Putting ideas on the table, working with Democrats	That's what our five- point plan for a stronger middle class is all about
__label__noRel	Got rid of a despot who had killed Americans and as a consequence, despite this tragedy, you had tens of thousands of Libyans after the events in Benghazi marching and saying America is our friend	I concurred in that, and said that we should have some number of troops that stayed on
__label__Support	I will not stop in our efforts to hunt down and kill the terrorists	I have a plan that will help us go out and kill and find the terrorists
__label__Support	I agree that we cannot commit ground forces to become involved in the quagmire of Bosnia or in the tribal wars of Somalia	We cannot send our people all over the world to solve every problem that comes up
__label__noRel	I have no intention of wilting	We ought to be working with the African Union to do so
__label__noRel	My father was a small-businessman	I will bring back jobs
__label__Attack	let me talk just a minute about what we've done to avoid secrecy in the Ford administration	Mr. Ford speaks from a position of secrecy in negotiations, in secret - in secret treaties that've been uh - pursued and achieved, in supporting dictatorships, in ignoring human rights, we are weak and the rest of the world knows it
__label__Support	I've reached out to people all my life	I care about people
__label__Support	I propose an American version of what works in other countries	my plan is a departure from trickle-down economics
__label__noRel	They can't impose arbitrary lifetime limits	this board that we're talking about can't make decisions about what treatments are given
__label__Support	I made that clear when I came into office	as long as I'm president of the United States Iran will not get a nuclear weapon
__label__noRel	He says he's for voluntary testing	We're in an information age when learning is more important than ever
__label__Support	many of the countries around the world still keep restrictions against our goads	We have to be able to compete in the world market
__label__noRel	You are ultimately responsible, however, for that job	we're taking care of more people than has ever been taken care of before by any administration in this country
__label__noRel	Weâ€™re the best and the most efficient farmers	I'm for getting rid of the death tax, completely getting rid of the death tax
__label__noRel	part of our plan is to make it what they call portable	I think you have to tell the pharmaceutical companies they can't keep raising drug prices at three times the rate of inflation
__label__noRel	It took me about three years to completely reorganize the Georgia government	This is a - a gross waste of money
__label__Support	in one year, you provided $90 billion in breaks to the green energy world	don't forget, you put $90 billion, like 50 years' worth of breaks, into -- into solar and wind, to Solyndra and Fisker and Tester and Ener1
__label__noRel	We're using our steel capacity fifty-five per cent today	we're going to have to meet our responsibilities as citizens
__label__noRel	My opponent says we didn't have any allies in this war	You cannot lead the world if you do not honor the contributions of those who are with us
__label__noRel	it's not all that gloomy	This administration may say they have a plan, but the truth is they have not even released all the money, the paltry sum of money, that Congress appropriated
__label__Support	You heard what I was for	that's what I support
__label__Support	The policies of the last eight years and -- and Washington's unwillingness to tackle the tough problems for decades has left us in the worst economic crisis since the Great Depression	the biggest risk we could take right now is to adopt the same failed policies and the same failed politics that we've seen over the last eight years and somehow expect a different result
__label__noRel	We had a better idea	Most important good things that happen in America happen in families
__label__noRel	it's a strain on your family budget	you may have seen your health care premiums go up
__label__Support	My wife Tipper, who is here, actually went on a military plane with General Sholicatchvieli on one of those flights	We did, actually, send troops into Rwanda to help with the humanitarian relief measures
__label__Support	I think that most of the people in this country would say, yes, they are better off than they were 4 years ago	The question, I think, should be enlarged
__label__Support	you haven't reached out to bring people of broad background or national experience into your campaign or your presidential plans	many Americans uh - still seem to be uneasy about you
__label__noRel	Recognize the legitimacy of those kids that were carrying the Statue of Liberty	you isolate China and turn them inward, and then we've made a tremendous mistake
__label__Support	we went in in the interest of peace and to keep Israel and Syria from getting into the sixth war between them	And I have no apologies for our going on a peace mission
__label__Support	I know how to deal with our friends	I guarantee you, as president of the United States, I know how to heal the wounds of war
__label__noRel	We're going to do it by having the wealthy pay their fair share and close the corporate loopholes	They have a VAT tax
__label__Support	if they're not, have measures on the books that don't take forever and a day to implement	So more trade but on fair terms -- and favor investment in America
__label__noRel	if push came to shove	I talked to all of them to find out how serious they were about really holding Saddam Hussein accountable
__label__noRel	Elections have consequences	it is true that this is going to be, I think, one of the most consequential decisions of the next president
__label__Support	When you look at what's happening in Mexico, a friend of mine who builds plants said it's the eighth wonder of the world	we're losing our good jobs, so many of them
__label__noRel	he will have a very difficult time dealing with somebody like President Yeltsin or Chancellor Kohl or Prime Minister Major or President Mitterrand	But we'd note that Mr. -- Governor Clinton's plan is almost twice as much a cut as either one of us
__label__Support	I worry about morale in today's military	I want to make sure we rebuild our military to keep the peace
__label__Support	that's the situation that was left when I got there	I want to go further
__label__noRel	this is important	I saw a study that came out today that said you're going to raise taxes by $3,000 to $4,000 on middle-income families
__label__Support	And for the next decade, she was haunted by that conversation	And she said to me, "You know, by finally getting bin Laden, that brought some closure to me."
__label__noRel	we've made enormous progress drawing on ideas both from Democrats and Republicans that are already starting to show gains in some of the toughest to deal with schools	Those are the businesses that employ one-quarter of all the workers in America
__label__noRel	You are going to approve one of the biggest tax cuts in history	they're using our country as a piggy bank to rebuild China
__label__Support	Loves his family, cares about his faith	I believe Governor Romney is a good man
__label__noRel	now there are five voices speaking to Kim Jong Il, not just one	in Crawford, Texas, Jiang Zemin and I agreed that the nuclear-weapons-free peninsula, Korean Peninsula, was in his interest and our interest and the world's interest
__label__Support	the cost in unemployment compensation, welfare compensation, and lost revenues has increased $23 billion in the last two years	This is a - a typical attitude that really causes havoc in people's lives
__label__noRel	I don't think it's fair	it was a Democratic tax increase
__label__Support	we just have a different set of convictions about how you make America safe	I can make American safer than President Bush has made us
__label__noRel	I think that in the aftermath of the Cold War, it's time for us to do something very similar	that's where the mission went wrong
__label__noRel	I was a border governor for a while	what the president said about the tax cuts has been wiped out by the increase in health care, the increase in gasoline, the increase in tuitions, the increase in prescription drugs
__label__Support	We are proposing to change that, not with a government-run plan, not with new taxes, but with a new approach called managed competition	every American family ought to have the right to see a doctor of their own choosing when they need to see a doctor
__label__noRel	That's where we ought to go	I want flexibility
__label__noRel	our balanced budget plan extends the Medicare Trust Fund ten years into the future	We will stop efforts to hurt Medicare, and we'll do it within a balanced budget plan
__label__Support	I went to New York	I talked to all of them to find out how serious they were about really holding Saddam Hussein accountable
__label__Support	The Kerr bill provided assistance to all those who were not on Social Security.	Our program was an amendment to the Kerr bill.
__label__Support	I started working on welfare reform in 1980	When I became president I used the authority I had in this law to get out from certain federal rules to help states move people to work
__label__Attack	You may not be one of them, you're just not one of the right people	That's not right
__label__noRel	the idea of cutting $716 billion from Medicare to be able to balance the additional cost of Obamacare is, in my opinion, a mistake	It's going to have to be tweaked the way it was by Ronald Reagan and Speaker -- Democratic Speaker Tip O'Neill
__label__noRel	It taxes a million small businesses who are our greatest job creators	It's expected to cost us 710,000 jobs
__label__Support	It has gone up	I don't think the answer is to slow the economy down more, drive unemployment up more and undermine the health of the private sector
__label__noRel	It needs to be in our vital interest	Haiti is another example
__label__Support	We are committed to the environment	Believe me, we have a commit to preserving the environment
__label__Support	We don't want another Iraq	That's not the right course for us
__label__Support	that's something which will be a priority of ours in the new administration	I'm somebody who believes very strongly in taking care of the fundamentals first before you start new stuff
__label__noRel	They have humiliated the Holy Father	this administration seems almost befuddled by the fact that Nicaragua is moving to participate in the Contadora process, and El Salvador is, through its President Duarte, is reaching out to the guerrillas in order to negotiate a peace
__label__noRel	we finally passed the Kassebaum bill	If you change your job, you're going to be covered
__label__Attack	We have weakened our capacity to project power around the world	over the last eight years, this administration, along with Senator McCain, have been solely focused on Iraq
__label__noRel	It's as good as any private school in the country	they're cost- ineffective
__label__Support	we're free	I don't support censorship
__label__noRel	we're spending too much	I think we ought to have incentives to do it
__label__noRel	it will cover preexisting conditions	There is very little difference in the budget that I proposed and the Republican budget over the next six-year period
__label__Support	I answered it by saying that it would be on the basis of merit	merit selection of judges is the most important single criterion
__label__Support	We just had a pretty serious dispute with China	what we have to do is to focus on those things we're real good at and make sure we're getting a fair deal
__label__Support	the focus should be where the problem is, which is the Congress of the United States, and particularly the majority in the Congress	The anti-Washington feeling, in my opinion, ought to be focused on the Congress of the United States
__label__Support	It's a difference of opinion	I believe the people who pay the bills ought to get some money back
__label__noRel	Bob Dole, um, is one of those men who served in the United States Senate, his public life is a public record	This is a democracy in which we have the freest press and the greatest First Amendment rights in the history of mankind
__label__Support	they did not think through how power should be exercised	we ended up the way we did
__label__Support	And that clock is ticking	which means that we would not be able to intervene in time to stop their nuclear program
__label__noRel	Over the last 5 years our income has grown more rapidly than the national average	even Boeing is losing market share
__label__noRel	the president is just trying to scare everybody here with throwing labels around	That shows a lack of understanding
__label__noRel	I know that we can grow manufacturing jobs	It's gotten too big
__label__Support	It caused me to disrupt my private life and my business to get involved in this activity	That's how much I care about it
__label__Attack	ridiculing a person's name is a little beneath this process	he took a tremendous pounding and everybody now knows that he took a very unfair pounding
__label__Support	taking if off to Iraq where the 9/11 Commission confirms there was no connection to 9/11 itself and Saddam Hussein	This president has made, I regret to say, a colossal error of judgment
__label__noRel	we passed the toughest Wall Street reforms since the 1930s	There's no doubt about it
__label__Support	since the reserve was opened the price of oil on world markets has dropped $6 a barrel	Al Gore and I believed it was important in the short-term to reach into the strategic petroleum reserve
__label__noRel	We think this has a devastating impact on the quality of health care	I don't believe Senator Edwards supports it, either, not the kind that would be meaningful
__label__Support	I want all seniors to have prescription drugs in Medicare	It's just not the way I think and it's not my intentions and not my plan
__label__noRel	What they want are new engines and new factories and new products that don't pollute the air and the water, but nevertheless allow them to have a decent standard of living for their people	it still hasn't been submitted to Congress in the form of legislation
__label__Support	The Communists do not	if we're not going to be s- charged before the world with hypocrisy we have to meet those standards
__label__noRel	the president was handed a $5.6 trillion surplus, ladies and gentlemen	Wrong priorities
__label__Support	For most of my time as governor a woman was my chief of staff	I think even more relevant is my record at home
__label__noRel	I believe the people of this country can, and together, we can begin the world over again	Two hundred years ago, Tom Paine, when the 13 tiny colonies were trying to become a nation, said, we have it in our power to begin the world over again
__label__noRel	we can't just walk away from Pakistan	The surge has been successful and the training program is proceeding apace
__label__noRel	It is not the kind of coalition we were described when we were talking about voting for this	he would have been stronger and tougher
__label__Support	Another thing is a system called DISC which was originally designed, proposed by Mr. Nixon, to encourage exports	A few things that can be done
__label__Support	We offered incentives to small businesses.	Was small business exempted under your proposal?
__label__noRel	it's making our businesses less competitive	you may have seen your health care premiums go up
__label__Support	we have three percent of the world's oil reserves and we use 25 percent of the world's oil	we can't simply drill our way out of the problem
__label__Support	When I have sent the fleet into the Taiwan straits	I believe the evidence is that our deployments have been successful
__label__Support	I believe everybody who pays taxes ought to get tax relief	We just have a different point of view
__label__Attack	if anybody has devoted his life to respecting the role of religion in American life and understands that Americans from the beginning of our history have turned to God for strength and purpose, it's me	We were especially disturbed, Joe, at a recent fundraiser you attended where there was a comedian that got up and criticized George Bush's religion
__label__noRel	I remember being in a high school in my own state as we were organizing something we call the Governor's Alliance Against Drugs	it's a little difficult for me to understand just how we can reach out to that youngster that I talked about and to young people like her all over the country
__label__noRel	took away the guarantee of quality standards in nursing homes	I'm going to keep my word to the American people
__label__noRel	if we learned anything in Vietnam is you first commit this nation before you commit the troops to the battlefield	It's very important that we not just, without thinking it through, just rush to every problem in the world and have our people torn to pieces
__label__noRel	any money from the federal government for disadvantaged children, for example	if they don't
__label__noRel	I wish America had that kind of record	I think we can do better if we have the courage to change
__label__Support	my first organization was just four or five people plus my wife and my children, my three sons and their wives	At that time, nobody thought I had a chance to win
__label__noRel	let's encourage the Soviets to come to the table as we did at the Gromyko meeting	We said look, let's come together
__label__Support	He voted to increase taxes 98 times and to bust the budget 277 times	His record in the United States Senate does not match his rhetoric
__label__noRel	So banks are reluctant to make loans, mortgages	It's going to have to be tweaked the way it was by Ronald Reagan and Speaker -- Democratic Speaker Tip O'Neill
__label__noRel	whether they be the big money people by reaching across the aisle and working with Senator Feingold on campaign finance reform	it could go up
__label__Attack	that doesn't mean it wasn't a mistake of judgment to go there and take the focus off of Osama bin Laden	my opponent wants you to forget is that he voted to authorize the use of force
__label__Support	I don't see any evidence that it's a deterrent	I think you know that I've opposed the death penalty during all of my life
__label__Support	With all this instability and breaking into republics, and all the Middle Eastern countries going over there and shopping for weapons, we've got our work cut out for us	we need to stay right on top of that and constructively help them move toward democracy and capitalism
__label__noRel	You have to understand how they will respond	I have more experience and accomplishments than does the Governor of Massachusetts
__label__noRel	That is a fact	They're not suggesting it, but my friends are insisting on it
__label__noRel	our country has the slowest growth and jobs are a disaster	I would just get it by osmosis
__label__Attack	I can't understand how you can cut Medicare $716 billion for current recipients of Medicare	we have 4 million people on Medicare Advantage that will lose Medicare Advantage
__label__noRel	I know what our needs are	where nobody had anything to do with 9/11 before we went in
__label__Support	these are my folks	I am ultimately responsible for what's taking place there
__label__Support	I don't control him	Jesse Jackson is an independent person
__label__noRel	We have reduced inflation to about a third of what it was.	I have fought for Social Security and Medicare and for things to help people who are vulnerable all my life
__label__Support	we ought to do is make those who wear the uniforms sacrifice	it's time we take a look at the pay scales
__label__Support	It contains twenty-five percent of all the members of the General Assembly	Africa is now the emerging area of the world
__label__Support	we have, with our partners in the region, we have sufficient resources to support those groups	this isn't going to be necessary
__label__noRel	you know that we are now for the first time ever energy-independent	But I also want to be sure that we don’t leave people behind
__label__noRel	he said he's going to have a novel health care plan	we paid down the debt of our nation for two years in a row
__label__Support	we're not going to listen to it	They were told: Don't even bother
__label__Support	The idea he doesn't realize that Article I of the Constitution defines the role of the vice president of the United States, that's the Executive Branch	Vice President Cheney has been the most dangerous vice president we've had probably in American history
__label__noRel	Our country is suffering because people like Secretary Clinton have made such bad decisions in terms of our jobs and in terms of what's going on	My obligation right now is to do well for myself, my family, my employees, for my companies
__label__Support	it's the Internal Revenue Service which estimates now that we aren't collecting $100 billion or more in taxes owed in this country	I'm going to have to
__label__noRel	as we phase these industries over, there's a whole of intellectual talent in these industries	we practice 19th century capitalism
__label__noRel	smart means not diverting your attention from the real war on terror in Afghanistan against Osama bin Laden	Free nations will answer the hopes and aspirations of their people
__label__Attack	I see our trade deficit with China, larger than it's -- growing larger every year, as a matter of fact	I don't see our influence growing around the world
__label__Support	We're treading water	irrespective of whether he thinks it is or not means less than fact that this country cannot morally and socially and economically accept an economy running out the clock on the 20th Century
__label__Support	Glaspie's papers have been presented to the US Senate	That is absolutely absurd
__label__noRel	we’ve had Muslims in America since George Washington	We by no means are carrying anywhere near the load that Europe and others are
__label__Support	Senator Obama was wrong about Iraq and the surge	We don't have time for on-the-job training
__label__Support	We have made it less attractive for enterprises to stay here than to go offshore from time to time	people think it's more attractive in some cases to go offshore than to stay here
__label__Attack	we're not getting the best cooperation in the world today	you've got to have the best cooperation you've ever had in the world
__label__Support	It was principled	it was strategic
__label__Support	Mr. Nixon comes out of the Republican party.	I think Mr. Nixon is an effective leader of his party.
__label__Support	The role of government is to promote and protect the principles of those documents	Every school district, every state should make that decision on their own
__label__noRel	she’s all talk	I’m shocked to hear that
__label__Support	he is taking advantage of this situation to once again make threats	I think that we also have to keep a weather eye toward Saddam Hussein
__label__noRel	That is the group that has gotten all of the tax cuts under the Bush-Quayle administration	The enterprise zones represent a part of our proposal also, and strengthening the family through welfare reform
__label__noRel	Senator Gore's mentor had disagree with some of the scientific data that is in his book	You pulled another Clinton on me
__label__noRel	so does Governor Bush	We can make a huge difference by saying if you receive federal money we expect you to show results
__label__Support	A child wants to say grace in a school cafeteria and a court rules that they can't do it because it's school property	These are they types of things that I think have been happening in a kind of a secular way that have been eroding that separation
__label__noRel	he lives in an alternative reality	I have a write-off, a lot of it’s depreciation
__label__noRel	And there's extra money.	If you're a family of four making $50,000 in Missouri, you get a 50% cut in your federal income taxes
__label__noRel	You even at one time suggested that you would try to negotiate down the national debt of the United States	I don't see changes in the corporate tax rates or the kinds of proposals you're referring to that would cause the repatriation, bringing back of money that's stranded overseas
__label__Support	I think my plan is better	the choice for America is, you can have a plan that I've laid out in four points
__label__noRel	three of those checks were my grandparents	We reduced the welfare rolls by 2 million already
__label__noRel	That doesn't get the job done	If you wanted to make some adjustments to it, take it, go to Congress, fight for it
__label__noRel	That's a loaded question	in my plan, I add two active duty divisions to the United States Army, not for Iraq, but for our general demands across the globe
__label__Support	They should	They've got to make a profit and the tax on business, capital, labor and families is too high and it will -- we want to reduce that regulatory burden and that tax burden in a new Dole/Kemp Administration
__label__Support	the Governor of Massachusetts, he has a farm program	that's what he and his Harvard buddies think of the American farmer, grow Belgium endive
__label__noRel	as a result, these mainly Hispanic youngsters are some of the best learners in Houston, Texas	You ask the Strunks whose plan makes more sense
__label__noRel	my passion probably flows from the fact that I believe in God	I care about 100 percent of the American people
__label__Support	Governor Romney said this has to be done on a bipartisan basis	This was a bipartisan idea
__label__Support	we're not giving oil companies tax breaks, but it's about a heck of a lot more than that	Energy independence is the key to America's future
__label__Support	I applaud them for it	I don't fault the President or the vice president for sending their children to private schools or better schools
__label__Support	Middle-income families are being crushed	It's been crushing
__label__noRel	I wouldn't look at you in the eye in your living room or wherever you might be and say that this is good for America	invest in education
__label__noRel	declared it dead	I supported welfare reform
__label__noRel	They're not deterred by rhetoric	it was unverifiable
__label__noRel	I think we're very close to getting that job done	the morale wasn't very good either
__label__noRel	We now have a $2.6 trillion deficit	Somewhere in between those numbers
__label__noRel	What I'm against is Senator Dole's plan to take money away from all the children we now help with limited Federal funds and help far fewer	This is the administration that fought regulatory reform that is putting a lot of small businessmen and small businesswomen out of business
__label__noRel	I think it's worth it	They're fighting us
__label__noRel	That's going to be a job creator like we haven't seen since Ronald Reagan	I want us to invest in your future
__label__noRel	There's no question in my mind that if the president were to be reelected you'll continue to see a middle-class squeeze with incomes going down and prices going up	developing American energy
__label__Attack	He owes the president an apology, he owes our country an apology, and he needs to take responsibility for his actions and his words	But he never apologizes for anything to anyone
__label__Support	The Wall Street Journal said your numbers don't add up	our real problem here is they both have plans that will not work
__label__Support	the population explosion, if you look at the actual figures, has been vastly exaggerated -- over exaggerated	No
__label__noRel	the campaign being waged to scare the American senior citizens, in this state and my home state of, well, New York and California, about Medicare	Los Angeles, after the riots, did not even get an empowerment zone, believe it or not
__label__Attack	if we remain dependent on a source of energy that is outside our control, we're not going to be as strong as we should be	No matter how strong we are economically
__label__Support	I didn't create this problem	We're trying to solve it
__label__Attack	And that's what John McCain and I would engage in also	some of these dictators who hate America and hate what we stand for, with our freedoms, our democracy, our tolerance, our respect for women's rights, those who would try to destroy what we stand for cannot be met with just sitting down on a presidential level as Barack Obama had said he would be willing to do.
__label__noRel	And the -- and the law that says deposits that are made in a community, in the inner cities say, should be kept in the community, not entirely, but some percentage of them should be kept there	I think that economics is one of the single most important parts of this problem
__label__Support	a superb extra retirement account as well	Al Gore and I are going to guarantee Social Security and add to it the retirement savings plan that I mentioned earlier which will help middle-class families looking forward
__label__noRel	The Soviet Union in 1979 allowed 51,000 people to emigrate	I am optimistic for the future
__label__Support	Senator Dole led the opposition to it	You can decide which of us you think are right
__label__Support	My opponent thought there was weapons there	We all thought there was weapons there
__label__noRel	so it's a good it's a good start.	many of the things the President talked about, he turned over to the United Nations
__label__noRel	I want to make sure the outcome honors that nobility	The United States of America has no long-term designs on staying in Iraq
__label__Support	it cost thousands of jobs for American workers in the Midwest and all over the United States of America	That was a mistake as well
__label__noRel	they'll continue to get their checks	when I roll it back and we invest in the things that I have talked about to move our economy, we're going to grow sufficiently
__label__noRel	we drew 22,000 troops down last month	you cannot wait and have a cliff
__label__Support	Specifically, look at George Tenet, the CIA director's testimony before the Committee on Foreign Relations two years ago when he talked about a 10-year relationship	Concern about Iraq specifically focused on the fact that Saddam Hussein had been, for years, listed on the state sponsor of terror
__label__noRel	it presents an enormous threat to our friends, to the world, to America, long term	we've seen in nation after nation, a number of disturbing events
__label__noRel	It's a plan I put together with a prominent Democrat senator from Oregon	They haven't put a credible solution on the table
__label__Support	Defensive medicine and health care today cost $20.7 billion	Wouldn't that be nice to take $20.7 billion that we're putting into our legal system and put it to preventive health care or women's health care or something else besides trial lawyers?
__label__noRel	We took care of the safety issues	Another is to pass -- to get our seniors to sign up to these drug discount cards
__label__noRel	who will send programs to the Congress in the first hundred days to deal with the critical issues that America is crying out for leadership on -- jobs, incomes, the health care crisis, the need to control the economy	If you take a patient into the hospital that's bleeding arterially, step one is to stop the bleeding
__label__Support	He says that he's going to replace Dodd-Frank, Wall Street reform, but we don't know exactly which ones	He now says he's going to replace Obamacare and ensure that all the good things that are in it are going to be in there and you don't have to worry
__label__noRel	I think you're overlooking that we have had major accomplishments in the first term	I took a state that was one of the poorest states in the country and had been for 153 years
__label__noRel	This is a value an issue that touches my basic values	Medical malpractice legislation has been before the Congress of the US
__label__Support	There was a study just a few weeks ago suggesting that in summertime the north polar ice cap will be completely gone in 50 years	I think that in this 21st century we will soon see the consequences of what's called global warming
__label__noRel	now, five weeks before the election, he's saying that his big, bold idea is, "Never mind."	I will not reduce the taxes paid by high-income Americans
__label__noRel	if you look at the record and the impressions of the American people -- Bob, your network just did a poll, showing that two-thirds of the American people think that Senator McCain is running a negative campaign versus one-third of mine	He has never been involved in this campaign
__label__noRel	the work involved in setting up these crippling sanctions is painstaking	our goal is to get Iran to recognize it needs to give up its nuclear program and abide by the U.N. resolutions that have been in place
__label__Support	make certain that with respect to the tax system that you as a worker in America are not subsidizing the loss of your job	I will make the playing field as fair as possible
__label__Support	I do not want any more trickle down government	we have a big difference on this trickle down theory
__label__noRel	Vice President mentioned Nigeria is a fledgling democracy	I'm not so sure democracy is any better off in Haiti than it was before
__label__Support	In the terrorist situation, there are terrorist factions all over	I think there's a great difference between the Government of Iran threatening our diplomatic personnel, and there is a government that you can see and can put your hand on
__label__noRel	because of its people	The president's reelected you'll see dramatic cuts to our military
__label__noRel	I pay hundreds of millions of dollars in taxes	we should demand that Donald release all of his tax returns
__label__Support	I know how these people think	They're not going to follow somebody who says, "This is the wrong war at the wrong place at the wrong time."
__label__Support	The trick is to expand our export base and to expand trade on terms that are fair to us	So more trade but on fair terms -- and favor investment in America
__label__noRel	No puppet	she doesn't say is that President Obama has deported millions and millions of people just the way it is
__label__Support	the black market sale price was about $250 million	I wrote a book about it several years ago -- six, seven years ago -- called "The New War," which saw the difficulties of this international criminal network
__label__Support	We're spending about $7 billion	We're going to train troops, and we are
__label__noRel	Fortunately, he has been during Democratic as well as Republican administrations	in other words, both of 'em serve the same four - four years
__label__Attack	I am not in favor of government doing it all	I think that we should move step-by-step toward universal health coverage
__label__noRel	makes American business more competitive	I'm fighting to let Medicare survive
__label__Support	The government isn't getting a tax now from businesses there because they aren't there, or from individuals who are on welfare rather than working	I have talked of having zones in those cities that are run down, where there is a high percentage of people on welfare, and offer tax incentives
__label__Support	I was glad he acknowledged that	Productivity in this country is up
__label__noRel	I've lived the American dream; I'd like for your children to be able to live it	we have $140 billion of spending cuts
__label__Attack	I disagree with that	It was President Bush that wrote the first checks
__label__noRel	I believe that the purpose of politics is to give people the tools to make the most of their own lives	I don't criticize them
__label__Support	The agreement between the Palestinians and the Israelis was signed at the White House	I worked very hard for peace in the Middle East
__label__noRel	I know Donald Trump doesn't like to think of himself as small anything	And we do have a difference, though, when it comes to definitions of small business
__label__Support	Everything that should have been increasing has been going down	Trickle-down economics simply does not work
__label__noRel	What we want to do is to change that	Governor Bush has made it clear that when he's elected this will be his number one priority as a legislative measure to submit to the Congress
__label__Attack	That's just totally ridiculous	you have used our tax dollars to subsidize the recruitment of US companies to move overseas and throw Americans out of work
__label__noRel	It's ruled by a handful of tribes	you don't do that
__label__noRel	it literally says to the communities, re-invent the schools, not just the bricks and mortar but the curriculum and everything else	The programs that we've been trying where you control everything and mandate it from Washington don't work
__label__noRel	I think it's important for us to make college affordable	I voted for Justice Breyer and Justice Ginsburg
__label__Support	we are the US	we have a responsibility to lead and to guarantee the security
__label__Support	We need to say we each need to be responsible for what we do	I think people need to be held responsible for the actions they take in life
__label__noRel	Well, what Russia did with Assad and, by the way, with Iran	ISIS has a good chunk of their oil
__label__Support	You have to be strong	There are so many things that could be done to keep this country safe
__label__Support	I don't think we should have a citizenship card today	I think that's wrong
__label__Support	he would have been alive today	unlike her, who voted for the war without knowing what she was doing, I would not have had our people in Iraq
__label__Attack	the sequester is not something that I've proposed	which is a combination of the budget cuts the president has, as well as the sequestration cuts
__label__Attack	And it's not what our nation needs to be able to count on	You guys opposed the surge
